step,time_ns,xapp,adjusted_param,adjusted_value,c0_rbUtil,c0_dlThroughput,c0_AvgCqi,c0_SINR,c0_trafficLoad,c0_RSRP,c0_RSRQ,c0_ulSinr,c0_hoSuccessRate,c0_hoFailureRate,c0_hoAttempts,c1_rbUtil,c1_dlThroughput,c1_AvgCqi,c1_SINR,c1_trafficLoad,c1_RSRP,c1_RSRQ,c1_ulSinr,c1_hoSuccessRate,c1_hoFailureRate,c1_hoAttempts,c0_Param_TxPower,c0_Param_RET,c0_Param_CIO,c1_Param_TxPower,c1_Param_RET,c1_Param_CIO
104,212000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
105,214000000000,MLB,c0_CIO_delta,-1,0.294063,2.94063,4.71429,15.1883,0.591686,-80.7893,-5.16181,3.95969,1,0,0,0.202928,2.02928,3.85714,13.2117,0.408314,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
106,216000000000,ES,c0_TxPower_delta,-1,0.294077,2.94077,4.71429,15.1883,0.591687,-80.7893,-5.16181,3.95969,1,0,0,0.202938,2.02938,3.85714,13.2117,0.408313,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
107,218000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
108,220000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
109,222000000000,CCO,c1_TxPower_delta,2,0.294113,2.94113,4.71429,15.1881,0.591856,-80.7893,-5.16181,3.95969,1,0,0,0.202821,2.02821,3.85714,13.2119,0.408144,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
110,224000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
111,226000000000,MLB,c1_CIO_delta,-1,0.202945,2.02945,3.85714,13.1716,0.408363,-81.7893,-6.01265,3.95969,1,0,0,0.294027,2.94027,4.71429,15.2284,0.591637,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
112,228000000000,ES,c1_TxPower_delta,-1,0.202962,2.02962,3.85714,13.1716,0.408412,-81.7893,-6.01265,3.95969,1,0,0,0.293991,2.93991,4.71429,15.2284,0.591588,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
113,230000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
114,232000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
115,234000000000,CCO,c0_TxPower_delta,2,0.203005,2.03005,3.85714,13.1715,0.408536,-81.7893,-6.01265,3.95969,1,0,0,0.293903,2.93903,4.71429,15.2285,0.591464,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
116,236000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
117,238000000000,MLB,c0_CIO_delta,-1,0.294063,2.94063,4.71429,15.1883,0.591715,-80.7893,-5.16181,3.95969,1,0,0,0.202905,2.02905,3.85714,13.2117,0.408285,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
118,240000000000,ES,c0_TxPower_delta,-1,0.294164,2.94164,4.71429,15.1882,0.591837,-80.7893,-5.16181,3.95969,1,0,0,0.202871,2.02871,3.85714,13.2118,0.408163,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
119,242000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
120,244000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
121,246000000000,CCO,c1_TxPower_delta,2,0.294138,2.94138,4.71429,15.1883,0.591684,-80.7893,-5.16181,3.95969,1,0,0,0.202982,2.02982,3.85714,13.2117,0.408316,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
122,248000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
123,250000000000,MLB,c1_CIO_delta,-1,0.202965,2.02965,3.85714,13.1716,0.408356,-81.7893,-6.01265,3.95969,1,0,0,0.294064,2.94064,4.71429,15.2284,0.591644,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
124,252000000000,ES,c1_TxPower_delta,-1,0.202998,2.02998,3.85714,13.1715,0.408527,-81.7893,-6.01265,3.95969,1,0,0,0.293905,2.93905,4.71429,15.2285,0.591473,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
125,254000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
126,256000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
127,258000000000,CCO,c0_TxPower_delta,2,0.203015,2.03015,3.85714,13.1714,0.408639,-81.7893,-6.01265,3.95969,1,0,0,0.293793,2.93793,4.71429,15.2286,0.591361,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
128,260000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
129,262000000000,MLB,c0_CIO_delta,-1,0.2941,2.941,4.71429,15.1882,0.591773,-80.7893,-5.16181,3.95969,1,0,0,0.202881,2.02881,3.85714,13.2118,0.408227,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
130,264000000000,ES,c0_TxPower_delta,-1,0.294138,2.94138,4.71429,15.1883,0.591676,-80.7893,-5.16181,3.95969,1,0,0,0.202988,2.02988,3.85714,13.2117,0.408324,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
131,266000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
132,268000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
133,270000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.1883,0.591676,-80.7893,-5.16181,3.95969,1,0,0,0.202955,2.02955,3.85714,13.2117,0.408324,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
134,272000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
135,274000000000,MLB,c1_CIO_delta,-1,0.202988,2.02988,3.85714,13.1714,0.408566,-81.7893,-6.01265,3.95969,1,0,0,0.293843,2.93843,4.71429,15.2286,0.591434,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
136,276000000000,ES,c1_TxPower_delta,-1,0.202955,2.02955,3.85714,13.1716,0.408364,-81.7893,-6.01265,3.95969,1,0,0,0.29404,2.9404,4.71429,15.2284,0.591636,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
137,278000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
138,280000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
139,282000000000,CCO,c0_TxPower_delta,2,0.202962,2.02962,3.85714,13.1716,0.408363,-81.7893,-6.01265,3.95969,1,0,0,0.294051,2.94051,4.71429,15.2284,0.591637,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
140,284000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
141,286000000000,MLB,c0_CIO_delta,-1,0.294211,2.94211,4.71429,15.1882,0.591756,-80.7893,-5.16181,3.95969,1,0,0,0.202972,2.02972,3.85714,13.2118,0.408244,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
142,288000000000,ES,c0_TxPower_delta,-1,0.294198,2.94198,4.71429,15.1881,0.591865,-80.7893,-5.16181,3.95969,1,0,0,0.202871,2.02871,3.85714,13.2119,0.408135,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
143,290000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
144,292000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
145,294000000000,CCO,c1_TxPower_delta,2,0.294064,2.94064,4.71429,15.1883,0.591676,-80.7893,-5.16181,3.95969,1,0,0,0.202938,2.02938,3.85714,13.2117,0.408324,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
146,296000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
147,298000000000,MLB,c1_CIO_delta,-1,0.203049,2.03049,3.85714,13.1713,0.408718,-81.7893,-6.01265,3.95969,1,0,0,0.293745,2.93745,4.71429,15.2287,0.591282,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
148,300000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.1715,0.408506,-81.7893,-6.01265,3.95969,1,0,0,0.293955,2.93955,4.71429,15.2285,0.591494,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
149,302000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
150,304000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
151,306000000000,CCO,c0_TxPower_delta,2,0.203005,2.03005,3.85714,13.1715,0.408516,-81.7893,-6.01265,3.95969,1,0,0,0.293928,2.93928,4.71429,15.2285,0.591484,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
152,308000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
153,310000000000,MLB,c0_CIO_delta,-1,0.294076,2.94076,4.71429,15.1882,0.591797,-80.7893,-5.16181,3.95969,1,0,0,0.202844,2.02844,3.85714,13.2118,0.408203,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
154,312000000000,ES,c0_TxPower_delta,-1,0.294162,2.94162,4.71429,15.1883,0.591744,-80.7893,-5.16181,3.95969,1,0,0,0.202948,2.02948,3.85714,13.2117,0.408256,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
155,314000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
156,316000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
157,318000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.1882,0.591848,-80.7893,-5.16181,3.95969,1,0,0,0.202878,2.02878,3.85714,13.2118,0.408152,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
158,320000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
159,322000000000,MLB,c1_CIO_delta,-1,0.203032,2.03032,3.85714,13.1714,0.408598,-81.7893,-6.01265,3.95969,1,0,0,0.293867,2.93867,4.71429,15.2286,0.591402,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
160,324000000000,ES,c1_TxPower_delta,-1,0.203032,2.03032,3.85714,13.1715,0.408507,-81.7893,-6.01265,3.95969,1,0,0,0.293978,2.93978,4.71429,15.2285,0.591493,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
161,326000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
162,328000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
163,330000000000,CCO,c0_TxPower_delta,2,0.203015,2.03015,3.85714,13.1715,0.408456,-81.7893,-6.01265,3.95969,1,0,0,0.294016,2.94016,4.71429,15.2285,0.591544,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
164,332000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
165,334000000000,MLB,c0_CIO_delta,-1,0.294186,2.94186,4.71429,15.1883,0.591721,-80.7893,-5.16181,3.95969,1,0,0,0.202985,2.02985,3.85714,13.2117,0.408279,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
166,336000000000,ES,c0_TxPower_delta,-1,0.294025,2.94025,4.71429,15.1883,0.591656,-80.7893,-5.16181,3.95969,1,0,0,0.202928,2.02928,3.85714,13.2117,0.408344,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
167,338000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
168,340000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
169,342000000000,CCO,c1_TxPower_delta,2,0.293965,2.93965,4.71429,15.1885,0.591534,-80.7893,-5.16181,3.95969,1,0,0,0.202988,2.02988,3.85714,13.2115,0.408466,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
170,344000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
171,346000000000,MLB,c1_CIO_delta,-1,0.203049,2.03049,3.85714,13.1714,0.408599,-81.7893,-6.01265,3.95969,1,0,0,0.29389,2.9389,4.71429,15.2286,0.591401,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
172,348000000000,ES,c1_TxPower_delta,-1,0.202972,2.02972,3.85714,13.1715,0.408526,-81.7893,-6.01265,3.95969,1,0,0,0.293867,2.93867,4.71429,15.2285,0.591474,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
173,350000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
174,352000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
175,354000000000,CCO,c0_TxPower_delta,2,0.203005,2.03005,3.85714,13.1716,0.408444,-81.7893,-6.01265,3.95969,1,0,0,0.294016,2.94016,4.71429,15.2284,0.591556,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
176,356000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
177,358000000000,MLB,c0_CIO_delta,-1,0.294235,2.94235,4.71429,15.1883,0.591721,-80.7893,-5.16181,3.95969,1,0,0,0.203018,2.03018,3.85714,13.2117,0.408279,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
178,360000000000,ES,c0_TxPower_delta,-1,0.294186,2.94186,4.71429,15.1883,0.591724,-80.7893,-5.16181,3.95969,1,0,0,0.202982,2.02982,3.85714,13.2117,0.408276,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
179,362000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
180,364000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
181,366000000000,CCO,c1_TxPower_delta,2,0.294211,2.94211,4.71429,15.1882,0.591796,-80.7893,-5.16181,3.95969,1,0,0,0.202938,2.02938,3.85714,13.2118,0.408204,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
182,368000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
183,370000000000,MLB,c1_CIO_delta,-1,0.203005,2.03005,3.85714,13.1715,0.408465,-81.7893,-6.01265,3.95969,1,0,0,0.29399,2.9399,4.71429,15.2285,0.591535,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
184,372000000000,ES,c1_TxPower_delta,-1,0.202982,2.02982,3.85714,13.1716,0.408435,-81.7893,-6.01265,3.95969,1,0,0,0.293993,2.93993,4.71429,15.2284,0.591565,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
185,374000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
186,376000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
187,378000000000,CCO,c0_TxPower_delta,2,0.203005,2.03005,3.85714,13.1715,0.408495,-81.7893,-6.01265,3.95969,1,0,0,0.293954,2.93954,4.71429,15.2285,0.591505,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
188,380000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
189,382000000000,MLB,c0_CIO_delta,-1,0.2941,2.941,4.71429,15.1883,0.59173,-80.7893,-5.16181,3.95969,1,0,0,0.202917,2.02917,3.85714,13.2117,0.40827,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
190,384000000000,ES,c0_TxPower_delta,-1,0.294186,2.94186,4.71429,15.1881,0.591888,-80.7893,-5.16181,3.95969,1,0,0,0.202844,2.02844,3.85714,13.2119,0.408112,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
191,386000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
192,388000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
193,390000000000,CCO,c1_TxPower_delta,2,0.294125,2.94125,4.71429,15.1883,0.591745,-80.7893,-5.16181,3.95969,1,0,0,0.202921,2.02921,3.85714,13.2117,0.408255,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
194,392000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
195,394000000000,MLB,c1_CIO_delta,-1,0.202972,2.02972,3.85714,13.1715,0.408475,-81.7893,-6.01265,3.95969,1,0,0,0.293929,2.93929,4.71429,15.2285,0.591525,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
196,396000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.1714,0.408568,-81.7893,-6.01265,3.95969,1,0,0,0.293879,2.93879,4.71429,15.2286,0.591432,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
197,398000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
198,400000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
199,402000000000,CCO,c0_TxPower_delta,2,0.203032,2.03032,3.85714,13.1715,0.408507,-81.7893,-6.01265,3.95969,1,0,0,0.293978,2.93978,4.71429,15.2285,0.591493,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
200,404000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
201,406000000000,MLB,c0_CIO_delta,-1,0.294149,2.94149,4.71429,15.1883,0.591685,-80.7893,-5.16181,3.95969,1,0,0,0.202988,2.02988,3.85714,13.2117,0.408315,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
202,408000000000,ES,c0_TxPower_delta,-1,0.294162,2.94162,4.71429,15.1883,0.591716,-80.7893,-5.16181,3.95969,1,0,0,0.202972,2.02972,3.85714,13.2117,0.408284,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
203,410000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
204,412000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
205,414000000000,CCO,c1_TxPower_delta,2,0.294076,2.94076,4.71429,15.1882,0.591817,-80.7893,-5.16181,3.95969,1,0,0,0.202827,2.02827,3.85714,13.2118,0.408183,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
206,416000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
207,418000000000,MLB,c1_CIO_delta,-1,0.202998,2.02998,3.85714,13.1716,0.408397,-81.7893,-6.01265,3.95969,1,0,0,0.294063,2.94063,4.71429,15.2284,0.591603,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
208,420000000000,ES,c1_TxPower_delta,-1,0.202988,2.02988,3.85714,13.1715,0.408466,-81.7893,-6.01265,3.95969,1,0,0,0.293965,2.93965,4.71429,15.2285,0.591534,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
