step,time_ns,xapp,adjusted_param,adjusted_value,c0_rbUtil,c0_dlThroughput,c0_AvgCqi,c0_SINR,c0_trafficLoad,c0_RSRP,c0_RSRQ,c0_ulSinr,c0_hoSuccessRate,c0_hoFailureRate,c0_hoAttempts,c1_rbUtil,c1_dlThroughput,c1_AvgCqi,c1_SINR,c1_trafficLoad,c1_RSRP,c1_RSRQ,c1_ulSinr,c1_hoSuccessRate,c1_hoFailureRate,c1_hoAttempts,c0_Param_TxPower,c0_Param_CIO,c1_Param_TxPower,c1_Param_CIO
107,218000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
108,220000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
109,222000000000,CCO,c1_TxPower_delta,2,0.294064,2.94064,4.71429,15.9082,0.591776,-87.3623,-5.18802,4.7471,1,0,0,0.202854,2.02854,3.85714,13.2918,0.408224,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
110,224000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
111,226000000000,MLB,c1_CIO_delta,-1,0.202911,2.02911,3.85714,13.8918,0.408243,-88.3623,-6.04523,4.7471,1,0,0,0.294125,2.94125,4.71429,15.3082,0.591757,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
112,228000000000,ES,c1_TxPower_delta,-1,0.202928,2.02928,3.85714,13.8917,0.408292,-88.3623,-6.04523,4.7471,1,0,0,0.294089,2.94089,4.71429,15.3083,0.591708,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
113,230000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
114,232000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
115,234000000000,CCO,c0_TxPower_delta,2,0.202972,2.02972,3.85714,13.8916,0.408355,-88.3623,-6.04523,4.7471,1,0,0,0.294076,2.94076,4.71429,15.3084,0.591645,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
116,236000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
117,238000000000,MLB,c0_CIO_delta,-1,0.294025,2.94025,4.71429,15.9084,0.591604,-87.3623,-5.18802,4.7471,1,0,0,0.202972,2.02972,3.85714,13.2916,0.408396,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
118,240000000000,ES,c0_TxPower_delta,-1,0.294041,2.94041,4.71429,15.9084,0.591645,-87.3623,-5.18802,4.7471,1,0,0,0.202948,2.02948,3.85714,13.2916,0.408355,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
119,242000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
120,244000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
121,246000000000,CCO,c1_TxPower_delta,2,0.294138,2.94138,4.71429,15.9083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,0.202982,2.02982,3.85714,13.2917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
122,248000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
123,250000000000,MLB,c1_CIO_delta,-1,0.202864,2.02864,3.85714,13.8918,0.408176,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3082,0.591824,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
124,252000000000,ES,c1_TxPower_delta,-1,0.202982,2.02982,3.85714,13.8916,0.408447,-88.3623,-6.04523,4.7471,1,0,0,0.293978,2.93978,4.71429,15.3084,0.591553,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
125,254000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
126,256000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
127,258000000000,CCO,c0_TxPower_delta,2,0.203015,2.03015,3.85714,13.8915,0.408508,-88.3623,-6.04523,4.7471,1,0,0,0.293952,2.93952,4.71429,15.3085,0.591492,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
128,260000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
129,262000000000,MLB,c0_CIO_delta,-1,0.294027,2.94027,4.71429,15.9083,0.591653,-87.3623,-5.18802,4.7471,1,0,0,0.202931,2.02931,3.85714,13.2917,0.408347,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
130,264000000000,ES,c0_TxPower_delta,-1,0.294027,2.94027,4.71429,15.9084,0.591585,-87.3623,-5.18802,4.7471,1,0,0,0.202988,2.02988,3.85714,13.2916,0.408415,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
131,266000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
132,268000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
133,270000000000,CCO,c1_TxPower_delta,2,0.294016,2.94016,4.71429,15.9084,0.591556,-87.3623,-5.18802,4.7471,1,0,0,0.203005,2.03005,3.85714,13.2916,0.408444,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
134,272000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
135,274000000000,MLB,c1_CIO_delta,-1,0.202938,2.02938,3.85714,13.8916,0.408406,-88.3623,-6.04523,4.7471,1,0,0,0.293965,2.93965,4.71429,15.3084,0.591594,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
136,276000000000,ES,c1_TxPower_delta,-1,0.202938,2.02938,3.85714,13.8917,0.408284,-88.3623,-6.04523,4.7471,1,0,0,0.294113,2.94113,4.71429,15.3083,0.591716,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
137,278000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
138,280000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
139,282000000000,CCO,c0_TxPower_delta,2,0.202918,2.02918,3.85714,13.8918,0.408211,-88.3623,-6.04523,4.7471,1,0,0,0.294173,2.94173,4.71429,15.3082,0.591789,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
140,284000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
141,286000000000,MLB,c0_CIO_delta,-1,0.294186,2.94186,4.71429,15.9083,0.591676,-87.3623,-5.18802,4.7471,1,0,0,0.203022,2.03022,3.85714,13.2917,0.408324,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
142,288000000000,ES,c0_TxPower_delta,-1,0.294173,2.94173,4.71429,15.9082,0.591765,-87.3623,-5.18802,4.7471,1,0,0,0.202938,2.02938,3.85714,13.2918,0.408235,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
143,290000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
144,292000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
145,294000000000,CCO,c1_TxPower_delta,2,0.293967,2.93967,4.71429,15.9085,0.591536,-87.3623,-5.18802,4.7471,1,0,0,0.202988,2.02988,3.85714,13.2915,0.408464,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
146,296000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
147,298000000000,MLB,c1_CIO_delta,-1,0.203015,2.03015,3.85714,13.8914,0.408558,-88.3623,-6.04523,4.7471,1,0,0,0.293892,2.93892,4.71429,15.3086,0.591442,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
148,300000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.8916,0.408445,-88.3623,-6.04523,4.7471,1,0,0,0.294028,2.94028,4.71429,15.3084,0.591555,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
149,302000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
150,304000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
151,306000000000,CCO,c0_TxPower_delta,2,0.203005,2.03005,3.85714,13.8915,0.408456,-88.3623,-6.04523,4.7471,1,0,0,0.294001,2.94001,4.71429,15.3085,0.591544,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
152,308000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
153,310000000000,MLB,c0_CIO_delta,-1,0.29398,2.9398,4.71429,15.9083,0.591678,-87.3623,-5.18802,4.7471,1,0,0,0.202878,2.02878,3.85714,13.2917,0.408322,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
154,312000000000,ES,c0_TxPower_delta,-1,0.294051,2.94051,4.71429,15.9084,0.591554,-87.3623,-5.18802,4.7471,1,0,0,0.203032,2.03032,3.85714,13.2916,0.408446,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
155,314000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
156,316000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
157,318000000000,CCO,c1_TxPower_delta,2,0.294064,2.94064,4.71429,15.9083,0.591668,-87.3623,-5.18802,4.7471,1,0,0,0.202945,2.02945,3.85714,13.2917,0.408332,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
158,320000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
159,322000000000,MLB,c1_CIO_delta,-1,0.202965,2.02965,3.85714,13.8916,0.408397,-88.3623,-6.04523,4.7471,1,0,0,0.294014,2.94014,4.71429,15.3084,0.591603,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
160,324000000000,ES,c1_TxPower_delta,-1,0.203005,2.03005,3.85714,13.8916,0.408435,-88.3623,-6.04523,4.7471,1,0,0,0.294027,2.94027,4.71429,15.3084,0.591565,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
161,326000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
162,328000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
163,330000000000,CCO,c0_TxPower_delta,2,0.202948,2.02948,3.85714,13.8917,0.408336,-88.3623,-6.04523,4.7471,1,0,0,0.294064,2.94064,4.71429,15.3083,0.591664,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
164,332000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
165,334000000000,MLB,c0_CIO_delta,-1,0.294138,2.94138,4.71429,15.9083,0.591661,-87.3623,-5.18802,4.7471,1,0,0,0.203001,2.03001,3.85714,13.2917,0.408339,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
166,336000000000,ES,c0_TxPower_delta,-1,0.29389,2.9389,4.71429,15.9085,0.591525,-87.3623,-5.18802,4.7471,1,0,0,0.202945,2.02945,3.85714,13.2915,0.408475,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
167,338000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
168,340000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
169,342000000000,CCO,c1_TxPower_delta,2,0.293916,2.93916,4.71429,15.9085,0.591474,-87.3623,-5.18802,4.7471,1,0,0,0.203005,2.03005,3.85714,13.2915,0.408526,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
170,344000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
171,346000000000,MLB,c1_CIO_delta,-1,0.203015,2.03015,3.85714,13.8916,0.408427,-88.3623,-6.04523,4.7471,1,0,0,0.294051,2.94051,4.71429,15.3084,0.591573,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
172,348000000000,ES,c1_TxPower_delta,-1,0.202938,2.02938,3.85714,13.8916,0.408446,-88.3623,-6.04523,4.7471,1,0,0,0.293916,2.93916,4.71429,15.3084,0.591554,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
173,350000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
174,352000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
175,354000000000,CCO,c0_TxPower_delta,2,0.202928,2.02928,3.85714,13.8917,0.408272,-88.3623,-6.04523,4.7471,1,0,0,0.294113,2.94113,4.71429,15.3083,0.591728,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
176,356000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
177,358000000000,MLB,c0_CIO_delta,-1,0.294162,2.94162,4.71429,15.9084,0.591641,-87.3623,-5.18802,4.7471,1,0,0,0.203035,2.03035,3.85714,13.2916,0.408359,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
178,360000000000,ES,c0_TxPower_delta,-1,0.294162,2.94162,4.71429,15.9083,0.591704,-87.3623,-5.18802,4.7471,1,0,0,0.202982,2.02982,3.85714,13.2917,0.408296,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
179,362000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
180,364000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
181,366000000000,CCO,c1_TxPower_delta,2,0.294113,2.94113,4.71429,15.9083,0.591676,-87.3623,-5.18802,4.7471,1,0,0,0.202972,2.02972,3.85714,13.2917,0.408324,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
182,368000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
183,370000000000,MLB,c1_CIO_delta,-1,0.202988,2.02988,3.85714,13.8916,0.408395,-88.3623,-6.04523,4.7471,1,0,0,0.294051,2.94051,4.71429,15.3084,0.591605,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
184,372000000000,ES,c1_TxPower_delta,-1,0.202898,2.02898,3.85714,13.8917,0.408275,-88.3623,-6.04523,4.7471,1,0,0,0.294066,2.94066,4.71429,15.3083,0.591725,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
185,374000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
186,376000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
187,378000000000,CCO,c0_TxPower_delta,2,0.202938,2.02938,3.85714,13.8916,0.408375,-88.3623,-6.04523,4.7471,1,0,0,0.294003,2.94003,4.71429,15.3084,0.591625,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
188,380000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
189,382000000000,MLB,c0_CIO_delta,-1,0.294051,2.94051,4.71429,15.9084,0.59165,-87.3623,-5.18802,4.7471,1,0,0,0.202951,2.02951,3.85714,13.2916,0.40835,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
190,384000000000,ES,c0_TxPower_delta,-1,0.2941,2.941,4.71429,15.9082,0.591757,-87.3623,-5.18802,4.7471,1,0,0,0.202895,2.02895,3.85714,13.2918,0.408243,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
191,386000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
192,388000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
193,390000000000,CCO,c1_TxPower_delta,2,0.294125,2.94125,4.71429,15.9083,0.591725,-87.3623,-5.18802,4.7471,1,0,0,0.202938,2.02938,3.85714,13.2917,0.408275,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
194,392000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
195,394000000000,MLB,c1_CIO_delta,-1,0.202921,2.02921,3.85714,13.8917,0.408335,-88.3623,-6.04523,4.7471,1,0,0,0.294027,2.94027,4.71429,15.3083,0.591665,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
196,396000000000,ES,c1_TxPower_delta,-1,0.202955,2.02955,3.85714,13.8916,0.408416,-88.3623,-6.04523,4.7471,1,0,0,0.293977,2.93977,4.71429,15.3084,0.591584,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
197,398000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
198,400000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
199,402000000000,CCO,c0_TxPower_delta,2,0.202948,2.02948,3.85714,13.8917,0.408306,-88.3623,-6.04523,4.7471,1,0,0,0.2941,2.941,4.71429,15.3083,0.591694,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
200,404000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
201,406000000000,MLB,c0_CIO_delta,-1,0.294076,2.94076,4.71429,15.9084,0.591625,-87.3623,-5.18802,4.7471,1,0,0,0.202988,2.02988,3.85714,13.2916,0.408375,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
202,408000000000,ES,c0_TxPower_delta,-1,0.294162,2.94162,4.71429,15.9083,0.591696,-87.3623,-5.18802,4.7471,1,0,0,0.202988,2.02988,3.85714,13.2917,0.408304,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
203,410000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
204,412000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
205,414000000000,CCO,c1_TxPower_delta,2,0.293978,2.93978,4.71429,15.9083,0.591685,-87.3623,-5.18802,4.7471,1,0,0,0.202871,2.02871,3.85714,13.2917,0.408315,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
206,416000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
207,418000000000,MLB,c1_CIO_delta,-1,0.202998,2.02998,3.85714,13.8917,0.408346,-88.3623,-6.04523,4.7471,1,0,0,0.294125,2.94125,4.71429,15.3083,0.591654,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
208,420000000000,ES,c1_TxPower_delta,-1,0.202911,2.02911,3.85714,13.8917,0.408334,-88.3623,-6.04523,4.7471,1,0,0,0.294014,2.94014,4.71429,15.3083,0.591666,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
209,422000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
210,424000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
211,426000000000,CCO,c0_TxPower_delta,2,0.202914,2.02914,3.85714,13.8917,0.408348,-88.3623,-6.04523,4.7471,1,0,0,0.294001,2.94001,4.71429,15.3083,0.591652,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
212,428000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
213,430000000000,MLB,c0_CIO_delta,-1,0.294138,2.94138,4.71429,15.9083,0.591696,-87.3623,-5.18802,4.7471,1,0,0,0.202972,2.02972,3.85714,13.2917,0.408304,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
214,432000000000,ES,c0_TxPower_delta,-1,0.294089,2.94089,4.71429,15.9083,0.591716,-87.3623,-5.18802,4.7471,1,0,0,0.202921,2.02921,3.85714,13.2917,0.408284,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
215,434000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
